"ID" "Medium" "Concentrations" "Hip_prop" "Ci_prop" "Hip_CONC" "Ci_CONC" "Buffer" "Repicate" "Day" "COMET_ID" "Warnings_Brucker" "Warnings_Bubble" "Site"
"36" "M2C00D1R2MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "2" "1" "M2C00D1R2MSG" "0" "0" "MSG"
"37" "M2C00D1R3MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "3" "1" "M2C00D1R3MSG" "0" "0" "MSG"
"38" "M2C00D1R4MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "4" "1" "M2C00D1R4MSG" "0" "0" "MSG"
"39" "M2C00D1R5MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "5" "1" "M2C00D1R5MSG" "0" "0" "MSG"
"40" "M2C00D1R6MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "6" "1" "M2C00D1R6MSG" "0" "0" "MSG"
"41" "M2C00D1R7MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "7" "1" "M2C00D1R7MSG" "0" "0" "MSG"
"42" "M2C00D1R8MSG" "diluted urine" "0 + 0" "0" "0" "0" "0" "600" "8" "1" "M2C00D1R8MSG" "0" "0" "MSG"
"43" "M2C02D1R1MSG" "diluted urine" "0 + Qc/4" "0" "QC/4" "0" "37,5" "562,5" "1" "1" "M2C02D1R1MSG" "0" "0" "MSG"
"44" "M2C02D1R2MSG" "diluted urine" "0 + Qc/4" "0" "QC/4" "0" "37,5" "562,5" "2" "1" "M2C02D1R2MSG" "0" "0" "MSG"
"45" "M2C04D1R1MSG" "diluted urine" "0 + Qc/2" "0" "QC/2" "0" "75" "525" "1" "1" "M2C04D1R1MSG" "0" "0" "MSG"
"46" "M2C04D1R2MSG" "diluted urine" "0 + Qc/2" "0" "QC/2" "0" "75" "525" "2" "1" "M2C04D1R2MSG" "0" "0" "MSG"
"47" "M2C08D1R1MSG" "diluted urine" "0 + Qc" "0" "QC" "0" "150" "450" "1" "1" "M2C08D1R1MSG" "0" "0" "MSG"
"48" "M2C08D1R2MSG" "diluted urine" "0 + Qc" "0" "QC" "0" "150" "450" "2" "1" "M2C08D1R2MSG" "0" "0" "MSG"
"49" "M2C10D1R1MSG" "diluted urine" "Qh/4 + 0" "Qh/4" "0" "37,5" "0" "562,5" "1" "1" "M2C10D1R1MSG" "0" "0" "MSG"
"50" "M2C10D1R2MSG" "diluted urine" "Qh/4 + 0" "Qh/4" "0" "37,5" "0" "562,5" "2" "1" "M2C10D1R2MSG" "0" "0" "MSG"
"51" "M2C12D1R1MSG" "diluted urine" "Qh/4 + Qc/4" "Qh/4" "QC/4" "37,5" "37,5" "525" "1" "1" "M2C12D1R1MSG" "0" "0" "MSG"
"52" "M2C12D1R2MSG" "diluted urine" "Qh/4 + Qc/4" "Qh/4" "QC/4" "37,5" "37,5" "525" "2" "1" "M2C12D1R2MSG" "0" "0" "MSG"
"53" "M2C14D1R1MSG" "diluted urine" "Qh/4 + Qc/2" "Qh/4" "QC/2" "37,5" "75" "487,5" "1" "1" "M2C14D1R1MSG" "0" "0" "MSG"
"54" "M2C14D1R2MSG" "diluted urine" "Qh/4 + Qc/2" "Qh/4" "QC/2" "37,5" "75" "487,5" "2" "1" "M2C14D1R2MSG" "0" "0" "MSG"
"55" "M2C20D1R1MSG" "diluted urine" "Qh/2 + 0" "Qh/2" "0" "75" "0" "525" "1" "1" "M2C20D1R1MSG" "0" "0" "MSG"
"56" "M2C20D1R2MSG" "diluted urine" "Qh/2 + 0" "Qh/2" "0" "75" "0" "525" "2" "1" "M2C20D1R2MSG" "0" "0" "MSG"
"57" "M2C22D1R1MSG" "diluted urine" "Qh/2 + Qc/4" "Qh/2" "QC/4" "75" "37,5" "487,5" "1" "1" "M2C22D1R1MSG" "0" "0" "MSG"
"58" "M2C22D1R2MSG" "diluted urine" "Qh/2 + Qc/4" "Qh/2" "QC/4" "75" "37,5" "487,5" "2" "1" "M2C22D1R2MSG" "0" "0" "MSG"
"59" "M2C24D1R1MSG" "diluted urine" "Qh/2 + Qc/2" "Qh/2" "QC/2" "75" "75" "450" "1" "1" "M2C24D1R1MSG" "0" "0" "MSG"
"60" "M2C24D1R2MSG" "diluted urine" "Qh/2 + Qc/2" "Qh/2" "QC/2" "75" "75" "450" "2" "1" "M2C24D1R2MSG" "0" "0" "MSG"
"61" "M2C28D1R1MSG" "diluted urine" "Qh/2 + Qc" "Qh/2" "QC" "75" "150" "375" "1" "1" "M2C28D1R1MSG" "0" "0" "MSG"
"62" "M2C28D1R2MSG" "diluted urine" "Qh/2 + Qc" "Qh/2" "QC" "75" "150" "375" "2" "1" "M2C28D1R2MSG" "0" "0" "MSG"
"63" "M2C40D1R1MSG" "diluted urine" "Qh + 0" "Qh" "0" "150" "0" "450" "1" "1" "M2C40D1R1MSG" "0" "0" "MSG"
"64" "M2C40D1R2MSG" "diluted urine" "Qh + 0" "Qh" "0" "150" "0" "450" "2" "1" "M2C40D1R2MSG" "0" "0" "MSG"
"65" "M2C44D1R1MSG" "diluted urine" "Qh + Qc/2" "Qh" "QC/2" "150" "75" "375" "1" "1" "M2C44D1R1MSG" "0" "0" "MSG"
"66" "M2C44D1R2MSG" "diluted urine" "Qh + Qc/2" "Qh" "QC/2" "150" "75" "375" "2" "1" "M2C44D1R2MSG" "0" "0" "MSG"
"67" "M2C48D1R1MSG" "diluted urine" "Qh + Qc" "Qh" "QC" "150" "150" "300" "1" "1" "M2C48D1R1MSG" "0" "0" "MSG"
"68" "M2C48D1R2MSG" "diluted urine" "Qh + Qc" "Qh" "QC" "150" "150" "300" "2" "1" "M2C48D1R2MSG" "0" "0" "MSG"
